0.026893,-0.000170,-1.824004,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.015016,-0.006980,-1.824978,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.014214,-0.020092,-1.800902,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.027633,-0.017270,-1.798659,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.015016,-0.006980,-1.824978,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.021204,-0.026169,-1.766230,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.027633,-0.017270,-1.798659,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.014214,-0.020092,-1.800902,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.015016,-0.006980,-1.824978,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.009471,-0.007696,-1.824610,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.014214,-0.020092,-1.800902,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.009471,-0.007696,-1.824610,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.012972,-0.018996,-1.801104,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.014214,-0.020092,-1.800902,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.012972,-0.018996,-1.801104,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.009471,-0.007696,-1.824610,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.039170,-0.000430,-1.821273,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.005821,-0.027306,-1.766027,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
